input,output,input_processed,is_divorce,law_topic,topic_name,topic_probability,announce_date,law_intent,intent_label
부정행위로 인한 손해배상에서 위자료를 지급해야 할 법적 근거는 무엇인가요?,부정행위로 인한 손해배상에서 위자료를 지급해야 할 법적 근거는 민법 제843조 등에 따라 부부의 공동생활을 침해하는 행위로 인하여 정신적 고통을 입은 배우자에게 금전적인 보상을 할 의무가 있기 때문입니다.,부정행위 손해배상 위자료 지급 법적,1,2,위자료 및 손해배상 청구,0.6207394,2022-02-10T09:00:00.000+09:00,증거·입증,2
위자료 산정 관련 조문은 몇 조인가요?,,,,1,위자료 및 손해배상 청구,,,법적 근거·조문,6
손해배상 청구 소송에서 부정행위의 구체적 판단 기준은 무엇인가요?,"부정행위가 있는지 여부는 행위의 구체적 정도와 상황을 기준으로 평가합니다. 예를 들어, 부적절한 메시지 주고받기, 정서적 유대관계를 맺는 행위, 배우자가 있음에도 불구하고 '여보'나 '마누라'와 같은 호칭을 사용한 경우 등을 고려하여 부정행위 여부를 판단할 수 있습니다.",손해배상 청구 소송 부정행위 구체 기준,1,2,위자료 및 손해배상 청구,0.50989705,2021-10-29T09:00:00.000+09:00,금액·산정,3
이혼 사유를 인정한 판례 수는 많나요?,,,,3,부정행위의 법률적 근거,,,법적 근거·조문,6
부정행위로 인해 정신적 고통을 입은 배우자가 손해배상을 청구하기 위해 증명해야 하는 조건은 무엇인가요?,"부정행위로 인한 손해배상 청구를 위해서는 배우자가 제3자의 불법행위로 인해 부부 공동 생활이 침해되었음을 증명해야 합니다. 대법원 2014. 11. 20. 선고 2011므2997 판결에 따르면, 제3자가 부정행위를 수행함으로써 피해 배우자가 겪은 정신적 고통이 입증되어야 하며, 이를 위해서는 부정행위가 있었음을 구체적으로 입증할 필요가 있습니다.",부정행위 정신 고통 입다 배우자 손해배상 청구,1,2,위자료 및 손해배상 청구,0.9242193,2020-10-27T09:00:00.000+09:00,증거·입증,2
부부 공동생활의 파탄을 초래한 제3자의 부정행위에 대한 법적 책임은 무엇인가요?,"제3자가 부부의 일방과 부정행위를 하여 혼인의 본질에 해당하는 부부공동생활을 침해하거나 유지를 방해하며 그로 인해 배우자에게 정신적 고통을 준 경우, 이는 불법행위를 구성합니다. 제3자는 피해자인 배우자에게 정신적 고통에 대해 금전적 배상을 하여야 할 법적 책임이 있습니다. 이는 대법원 판례에 의거하여 인정된 것입니다.",부부 생활 파탄 초래 부정행위 법적 책임 제3자의,1,1,부정행위 및 제3자 개입 책임,0.4685357,2022-05-17T09:00:00.000+09:00,법적 근거·조문,6
무료 상담 제도가 있나요?,,,,4,일반 상담·상황 문의 (비법률적 질문),,,기타,-1
법원은 어떤 기준으로 ‘혼인 관계가 파탄됐다’고 판단하나요?,,,,3,부정행위의 법률적 근거,,,금액·산정,3
혼인관계가 파탄 상태였음을 주장할 때 어떤 증거가 필요한가요?,"혼인관계가 이미 파탄 난 상태였음을 입증하기 위해서는 혼전 불화, 별거 등의 실증적 사실을 증명할 수 있는 명확한 증거가 필요합니다. 단순히 부정행위가 있었다는 사실이나 갈등만으로는 혼인관계가 파탄 상태였음을 인정받기 어렵습니다. 예를 들어, 제시된 증거가 불충분하거나 신빙성이 없을 경우 이러한 주장을 뒷받침하기 어렵습니다.",혼인 관계 파탄 상태 이다 증거,1,1,부정행위 및 제3자 개입 책임,0.54231143,2017-09-13T09:00:00.000+09:00,증거·입증,2
부부의 일방과 부정행위를 한 제3자는 어떤 책임을 지게 되나요?,"제3자가 부부의 일방과 부정행위를 하여 부부공동생활을 방해하고, 이에 따라 배우자에게 정신적 고통을 주는 행위는 불법행위로 간주됩니다. 따라서 제3자는 이러한 행위로 인해 배우자가 입은 정신적 손해를 배상할 의무가 있습니다.",부부 일방 부정행위 책임 지게 제3자는,1,1,부정행위 및 제3자 개입 책임,0.6486592,2020-05-14T09:00:00.000+09:00,가능 여부 판단,0
비대면 상담 시 신분증 확인이 필요한가요?,,,,4,일반 상담·상황 문의 (비법률적 질문),,,기타,-1
부부의 동거 의무와 관련하여 손해배상 청구가 가능한 경우는 무엇인가요?,"민법 제826조에 따르면, 부부는 동거하며 서로 부양하고 협조할 의무를 진다. 이러한 의무를 위반하는 부정행위가 발생했을 경우, 피해 배우자는 정신적 고통에 대한 손해배상을 청구할 수 있습니다. 부부의 일방이 부정행위를 한 경우, 그로 인해 피해자가 입은 정신적 고통에 대하여 불법행위에 의한 손해배상 의무를 부담하게 됩니다(대법원 2015. 5. 29. 선고 2013므2441).",부부 동거 의무 손해배상 청구,1,1,부정행위 및 제3자 개입 책임,0.598622,2021-02-19T09:00:00.000+09:00,가능 여부 판단,0
배우자의 도박으로 인한 손해를 청구할 수 있나요?,,,,1,위자료 및 손해배상 청구,,,제재·구제수단,5
"배우자가 제3자와 부정행위를 한 경우, 피해자는 어떤 법적 권리를 행사할 수 있나요?","제3자가 부부의 일방과 부정행위를 함으로써 혼인의 본질에 해당하는 부부 공동생활을 침해하거나 유지를 방해하여 배우자에게 정신적 고통을 가한 경우, 이는 원칙적으로 불법행위를 구성합니다. 따라서 피해자는 손해배상 청구를 통해 정신적 손해에 대한 위자료를 요구할 수 있습니다. 대법원 판례(2014. 11. 20. 선고 20112997 전원합의체 판결)에 따르면, 이러한 행위는 정신적 고통을 가한 것으로 인정되어 배상을 요구할 수 있습니다.",배우자 부정행위 피해자 법적 권리 행사 제3자와,1,2,위자료 및 손해배상 청구,0.59526706,2017-06-08T09:00:00.000+09:00,가능 여부 판단,0
이혼 원인으로 인한 손해배상청구에서의 공정한 배상 측면에서 고려되어야 할 요소는 무엇인가요?,"이혼 원인으로 인한 손해배상청구에서 공정한 배사를 위해서는 피해자의 불법행위 참여 여부, 손해의 발생 정도, 타인의 행위에 대한 책임 등을 고려해야 합니다. 민법 제56조에 따라 과실상계 원칙을 적용하여 피해자의 과실을 평가하고 손해배상액을 조정하는 등의 방식으로 공정한 배상이 이루어질 수 있습니다.",이혼 원인 손해배상 청구 배상 측면 고려 되어다 요소,1,2,위자료 및 손해배상 청구,0.43547592,2021-06-04T09:00:00.000+09:00,제재·구제수단,5
이혼이 확정되지 않아도 상담을 받아도 되나요?,,,,4,일반 상담·상황 문의 (비법률적 질문),,,기타,-1
재산분할 협의서 작성 시 금액은 자유롭게 정할 수 있나요?,,,,0,이혼 시 금전 문제 (재산분할·양육비),,,금액·산정,3
간통죄와 관련하여 부정 행위란 무엇을 포함하나요?,"부정행위란 간통뿐만 아니라 부부의 정조의무에 충실하지 않는 일체의 부정한 행위를 포함합니다. 예를 들어, 다른 이성과 부적절한 만남이나 소통 등이 해당할 수 있습니다. 이러한 행위의 부정성은 구체적인 사건의 사정과 정도에 따라 평가됩니다.",간통죄 부정 행위 포함 하나요,1,1,부정행위 및 제3자 개입 책임,0.6636709,2023-01-31T09:00:00.000+09:00,기타,-1
"혼인관계의 파탄을 주장하는 경우, 이를 인정받기 위한 기준은 무엇인가요?","혼인관계의 파탄을 주장하는 경우, 이를 인정받기 위한 기준은 부부 사이의 실질적 생활이 회복할 수 없는 지경에 이르렀는지를 판단하는 것입니다. 예를 들어 수년간의 별거, 협의이혼 신청, 지속적인 불화 등의 사정이 인정되어야 합니다. 단, 이런 사정만으로는 혼인관계의 파탄이 확정되는 것이 아니며, 구체적 상황과 부부가 겪고 있는 갈등의 정도를 종합적으로 고려하여 판단해야 합니다.",혼인 관계 파탄 이르다 인정받다 기준,1,3,부정행위의 법률적 근거,0.56834966,2017-01-04T09:00:00.000+09:00,가능 여부 판단,0
상담 후 법원 절차로 바로 이어질 수 있나요?,,,,4,일반 상담·상황 문의 (비법률적 질문),,,기타,-1
부정행위를 한 제3자가 지급하여야 할 위자료 액수를 결정하는 기준은 무엇인가요?,"위자료 액수를 결정할 때는 제3자가 부정행위 사실을 인지했는지 여부, 배우자로부터 경고를 받았음에도 불구하고 부정행위를 지속했는지 여부, 혼인생활 기간과 부부관계의 상태, 부정행위의 내용 및 기간과 같은 다양한 사정을 종합적으로 고려합니다. 예를 들어, 제3자가 배우자의 존재를 알았거나 경고를 무시하고 부정행위를 지속한 경우, 위자료 액수가 증가될 수 있습니다.",부정행위 지급 위자료 액수 결정 기준 제3자가,1,2,위자료 및 손해배상 청구,0.71557605,2021-07-07T09:00:00.000+09:00,증거·입증,2
위자료를 나중에 감액받을 수 있나요?,,,,1,위자료 및 손해배상 청구,,,금액·산정,3
이혼 소송에서 불필요하고 과도한 가압류로 인한 손해를 배상받기 위해 필요한 조건은 무엇인가요?,"이혼 소송에서 불필요하고 과도한 가압류로 인한 손해를 배상받기 위해서는 가압류가 법적 필요성을 초과하여 진행되었음을 증명해야 합니다. 구체적으로, 가압류된 금액이 실제 청구금액보다 과도하게 높거나 재산 분할 및 위자료의 범위를 초과하여 경제적 압박을 가했음을 입증하는 것이 필요합니다. 또한, 가압류로 인한 실질적 손해, 예를 들어 주거 변경으로 인한 추가 비용 등을 명확히 밝히고 이에 대한 증거를 제시해야 합니다.",이혼 소송 과도 가압류 손해 배상 받다,1,2,위자료 및 손해배상 청구,0.44864738,2021-03-19T09:00:00.000+09:00,기타,-1
부정행위를 안 날로부터 위자료 청구가 가능한 기간은?,,,,1,위자료 및 손해배상 청구,,,기간·시효,4
"제3자가 부부공동생활에 개입하여 부부의 공동생활을 파탄 시킨 경우, 이로 인한 불법행위가 성립되기 위한 조건은 무엇인가요?","부부의 일방과의 부정행위로 인해 부부공동생활을 침해하거나 유지하는 데 방해하고, 그 결과로 인해 배우자에게 정신적 고통을 가한 행위는 불법행위를 구성합니다. 이때 제3자가 부부의 일방과 부정행위를 했다는 사실을 알고 있었음이 요구됩니다.",부부 생활 개입 파탄 시키다 이로 불법행위 제3자가,1,1,부정행위 및 제3자 개입 책임,0.65083116,2016-08-10T09:00:00.000+09:00,가능 여부 판단,0
이혼 소송 중 새로운 증거를 추가할 수 있나요?,,,,3,부정행위의 법률적 근거,,,절차·방법,1
배우자가 숨긴 재산도 분할 대상이 되나요?,,,,0,이혼 시 금전 문제 (재산분할·양육비),,,금액·산정,3
아내의 부정행위에 대해 제3자의 개입으로 발생한 손해배상 책임 조건은 무엇인가요?,"민법 제840조 제1호에 따르면, 제3자가 배우자와의 부정행위로 부부 공동생활을 침해하거나 손해를 발생시킬 경우, 이는 불법행위로 인정됩니다. 이러한 경우 제3자는 원칙적으로 피해자에게 위자료를 지급할 의무가 있으며, 부정행위의 내용과 경위를 고려하여 손해의 범위를 판단해야 합니다.",아내 부정행위 대해 개입 손해배상 책임 제3자의,1,1,부정행위 및 제3자 개입 책임,0.79327565,2021-07-09T09:00:00.000+09:00,제재·구제수단,5
이혼소송에서 재산분할 심판이 기판력을 갖지 않는 이유는 무엇인가요?,"민법 제839조의2 제2항과 제843조에 따르면, 재산분할 심판은 가사비송사건으로 다뤄지기 때문에 기판력이 없습니다. 이는 재산분할 심판이 가사소송에 병합되어 판결의 형식으로 선고된 경우에도 마찬가지입니다.",이혼소송 재산 분할 심판 기판력 갖다 이유,1,0,이혼 시 금전 문제 (재산분할·양육비),0.66017795,2023-06-08T09:00:00.000+09:00,기타,-1
민법 제103조는 이혼 소송에 어떤 영향을 주나요?,,,,2,부정행위 및 제3자 개입 책임,,,법적 근거·조문,6
부정행위에 따른 위자료 청구에서 인정되는 조건은 무엇인가요?,"민법 제840조 제1호에 따르면, 부정행위를 통한 위자료 청구는 간통뿐만 아니라 부부의 정조의무에 충실하지 않는 일체의 부정한 행위를 포함합니다. 따라서, 제3자가 한 배우자의 부정행위가 부부의 공동생활을 침해하고 배우자의 권리를 침해하여 정신적 고통을 유발한 경우, 이러한 사실이 인정되면 위자료 청구가 가능하다고 볼 수 있습니다.",부정행위 위자료 청구,1,2,위자료 및 손해배상 청구,0.8616897,2021-01-27T09:00:00.000+09:00,가능 여부 판단,0
