input,output,announce_date,is_divorce,text_combined,input_processed,topic_label
계약직 별정직원 근무기간도 퇴직금 산정에 포함되나요?,"특별퇴직 근로자의 계약직 별정직원 근무기간도 퇴직금 산정의 기초가 되는 계속근로기간에 포함되어야 합니다. 이에 대한 중간정산이 이루어지지 않은 경우, 최종 퇴직 시점에 근무기간에 대해 퇴직금 청구권이 발생하며, 소멸시효는 최종 퇴직 시점부터 진행합니다.",2022-06-09T09:00:00.000+09:00,0,"계약직 별정직원 근무기간도 퇴직금 산정에 포함되나요? 특별퇴직 근로자의 계약직 별정직원 근무기간도 퇴직금 산정의 기초가 되는 계속근로기간에 포함되어야 합니다. 이에 대한 중간정산이 이루어지지 않은 경우, 최종 퇴직 시점에 근무기간에 대해 퇴직금 청구권이 발생하며, 소멸시효는 최종 퇴직 시점부터 진행합니다.",퇴직금 계약 산정 정직 무기 포함,-1
망인의 일실수입과 위자료에 기초한 손해배상액 산정 기준은 무엇인가요?,"망인의 일실수입은 사고로 인해 망인이 앞으로 벌 수 있었던 수입을 의미하며, 망인의 과실 정도, 사고 경위, 피해의 결과, 가족관계 등을 종합적으로 고려하여 산정됩니다. 위자료는 사고로 인해 망인과 그 가족이 입은 정신적 고통에 대한 배상을 의미하며, 이를 산정할 때도 앞서 언급한 여러 요소들이 고려됩니다.",2020-12-08T09:00:00.000+09:00,0,"망인의 일실수입과 위자료에 기초한 손해배상액 산정 기준은 무엇인가요? 망인의 일실수입은 사고로 인해 망인이 앞으로 벌 수 있었던 수입을 의미하며, 망인의 과실 정도, 사고 경위, 피해의 결과, 가족관계 등을 종합적으로 고려하여 산정됩니다. 위자료는 사고로 인해 망인과 그 가족이 입은 정신적 고통에 대한 배상을 의미하며, 이를 산정할 때도 앞서 언급한 여러 요소들이 고려됩니다.",위자료 기초 기준 산정 손해배상 망인 실수입,-1
"환자가 의사에게 손해배상을 청구할 경우, 손해배상액은 어떻게 산정되나요?","손해배상액은 환자가 입은 재산상 손해와 위자료를 합한 금액으로 산정됩니다. 또한, 사고일로부터 일정 기간 동안 연 5%의 이자를 지급해야 하며, 소송촉진 등에 관한 특례법에 의거하여 판결 선고일 이후부터는 연 12%의 비율로 계산된 지연손해금을 지급할 의무가 있습니다.",2019-10-24T09:00:00.000+09:00,0,"환자가 의사에게 손해배상을 청구할 경우, 손해배상액은 어떻게 산정되나요? 손해배상액은 환자가 입은 재산상 손해와 위자료를 합한 금액으로 산정됩니다. 또한, 사고일로부터 일정 기간 동안 연 5%의 이자를 지급해야 하며, 소송촉진 등에 관한 특례법에 의거하여 판결 선고일 이후부터는 연 12%의 비율로 계산된 지연손해금을 지급할 의무가 있습니다.",환자 어떻다 산정 청구 손해배상 의사,-1
대표이사의 퇴직금 지급 조건은 무엇인가요?,"상법 제388조에 따르면, 이사의 보수는 정관에 그 액을 정하지 않을 경우 주주총회의 결의로 정해야 합니다. 대표이사의 퇴직금 역시 이러한 조건에 따르며, 주주총회의 결의를 통해 퇴직금을 정하고 지급해야 합니다. 이에 따라, 대표이사가 퇴직금을 청구하려면 주주총회의 결의가 있었음을 증명해야 합니다.",2017-08-23T09:00:00.000+09:00,0,"대표이사의 퇴직금 지급 조건은 무엇인가요? 상법 제388조에 따르면, 이사의 보수는 정관에 그 액을 정하지 않을 경우 주주총회의 결의로 정해야 합니다. 대표이사의 퇴직금 역시 이러한 조건에 따르며, 주주총회의 결의를 통해 퇴직금을 정하고 지급해야 합니다. 이에 따라, 대표이사가 퇴직금을 청구하려면 주주총회의 결의가 있었음을 증명해야 합니다.",퇴직금 조건 대표이사 지급,-1
정신적 손해에 대한 위자료 청구 조건은 무엇인가요?,"정신적 손해에 대한 위자료 청구는 재산적 손해 배상으로 회복되지 않는 정신적 고통이 발생한 경우로 한정됩니다. 또한, 이는 가해자가 그러한 사정을 알았거나 알 수 있었을 경우에 한하여 청구할 수 있습니다. 예를 들어, 일반적으로는 재산적 손해 배상으로 정신적 고통이 회복된다고 보기 때문에, 특별한 사정이 없다면 정신적 손해에 대한 위자료 청구는 인정되지 않습니다.",2018-11-14T09:00:00.000+09:00,0,"정신적 손해에 대한 위자료 청구 조건은 무엇인가요? 정신적 손해에 대한 위자료 청구는 재산적 손해 배상으로 회복되지 않는 정신적 고통이 발생한 경우로 한정됩니다. 또한, 이는 가해자가 그러한 사정을 알았거나 알 수 있었을 경우에 한하여 청구할 수 있습니다. 예를 들어, 일반적으로는 재산적 손해 배상으로 정신적 고통이 회복된다고 보기 때문에, 특별한 사정이 없다면 정신적 손해에 대한 위자료 청구는 인정되지 않습니다.",위자료 손해 대한 조건 청구 정신,-1
퇴직금 및 명예퇴직금을 출금하려면 기존 채무를 변제해야 한다는 요구가 법적으로 타당한가요?,"퇴직금 및 명예퇴직금을 출금하려면 기존 채무를 변제해야 한다는 요구는 법적으로 타당하지 않습니다. 법적으로 이미 면책된 채무를 변제로 충당하려는 행위는 민법 제104조의 불공정한 법률행위로 볼 수 있으며, 이에 해당하는 요구는 무효라고 판단될 수 있습니다.",2015-10-08T09:00:00.000+09:00,0,"퇴직금 및 명예퇴직금을 출금하려면 기존 채무를 변제해야 한다는 요구가 법적으로 타당한가요? 퇴직금 및 명예퇴직금을 출금하려면 기존 채무를 변제해야 한다는 요구는 법적으로 타당하지 않습니다. 법적으로 이미 면책된 채무를 변제로 충당하려는 행위는 민법 제104조의 불공정한 법률행위로 볼 수 있으며, 이에 해당하는 요구는 무효라고 판단될 수 있습니다.",명예 기존 퇴직금 가요 채무 요구 타당 법적 출금 변제,-1
불법행위로 인한 손해배상책임 인정 요건은 무엇인가요?,"불법행위로 인한 손해배상책임을 인정받기 위해서는 가해자의 불법행위로 인해 피해자가 손해를 입었음을 증명해야 합니다. 또한 불법행위와 손해 사이에 인과관계가 있어야 합니다. 예를 들어, 가해자가 피해자를 폭행하여 신체적 손해가 발생한 경우, 가해자는 이에 대한 손해배상책임을 집니다.",2021-06-16T09:00:00.000+09:00,0,"불법행위로 인한 손해배상책임 인정 요건은 무엇인가요? 불법행위로 인한 손해배상책임을 인정받기 위해서는 가해자의 불법행위로 인해 피해자가 손해를 입었음을 증명해야 합니다. 또한 불법행위와 손해 사이에 인과관계가 있어야 합니다. 예를 들어, 가해자가 피해자를 폭행하여 신체적 손해가 발생한 경우, 가해자는 이에 대한 손해배상책임을 집니다.",불법행위 인정 책임 인하다 손해배상 요건,-1
따돌림 행위로 인한 정신적 피해가 인정되는 조건은 무엇인가요?,"따돌림 행위로 인한 정신적 피해가 인정되기 위해서는 가해 학생들이 피해자에게 욕설, 야유 등의 따돌림 행위를 하였고 그로 인해 피해자가 심리적인 상담을 받거나 전학을 가는 등 정신적 피해를 입었다는 사실이 인정되어야 합니다. 이러한 조건이 충족될 때, 피해자는 손해배상을 청구할 수 있습니다. 이는 민법 제751조에 근거하여 정신적 고통에 대한 위자료 청구가 가능하다는 법리에 따른 것입니다.",2018-06-26T09:00:00.000+09:00,0,"따돌림 행위로 인한 정신적 피해가 인정되는 조건은 무엇인가요? 따돌림 행위로 인한 정신적 피해가 인정되기 위해서는 가해 학생들이 피해자에게 욕설, 야유 등의 따돌림 행위를 하였고 그로 인해 피해자가 심리적인 상담을 받거나 전학을 가는 등 정신적 피해를 입었다는 사실이 인정되어야 합니다. 이러한 조건이 충족될 때, 피해자는 손해배상을 청구할 수 있습니다. 이는 민법 제751조에 근거하여 정신적 고통에 대한 위자료 청구가 가능하다는 법리에 따른 것입니다.",따돌림 행위 인정 조건 피해 인하다 정신,-1
"내연관계에 있는 상대방에게 폭행 및 협박을 당한 경우, 피해자가 가해자를 상대로 정신적 고통에 대한 위자료를 청구할 수 있는 기준은 무엇인가요?","상대방이 불법행위로 인해 피해자에게 상해, 폭행, 협박 등을 가하고, 특히 고소에 대한 보복 목적으로 상해를 가한 경우, 피해자는 정신적 고통에 대한 위자료를 청구할 수 있습니다. 피해자가 이를 입증할 수 있는 신뢰할 만한 의료진의 진단 및 지속적인 정신과적 치료가 필요하다는 점을 증명하면, 이에 따른 상당한 금액의 위자료를 청구할 수 있습니다. 관련 법리와 판례에 따르면 실제 피해 정도와 불법행위의 유형 및 횟수 등을 고려하여 위자료의 액수가 산정됩니다.",2017-09-26T09:00:00.000+09:00,0,"내연관계에 있는 상대방에게 폭행 및 협박을 당한 경우, 피해자가 가해자를 상대로 정신적 고통에 대한 위자료를 청구할 수 있는 기준은 무엇인가요? 상대방이 불법행위로 인해 피해자에게 상해, 폭행, 협박 등을 가하고, 특히 고소에 대한 보복 목적으로 상해를 가한 경우, 피해자는 정신적 고통에 대한 위자료를 청구할 수 있습니다. 피해자가 이를 입증할 수 있는 신뢰할 만한 의료진의 진단 및 지속적인 정신과적 치료가 필요하다는 점을 증명하면, 이에 따른 상당한 금액의 위자료를 청구할 수 있습니다. 관련 법리와 판례에 따르면 실제 피해 정도와 불법행위의 유형 및 횟수 등을 고려하여 위자료의 액수가 산정됩니다.",위자료 피해자 가해자 관계 대한 기준 고통 폭행 청구 협박 상대방 정신 상대로 당한,-1
이사가 회사에서 퇴직한 후에도 급여와 퇴직금을 청구할 수 있는 조건은 무엇인가요?,"이사가 회사에서 퇴직한 후에도 급여와 퇴직금을 청구할 수 있으려면, 이사가 단순히 명목상의 이사였을 뿐 실질적으로는 근로자로 분류될 수 있고, 회사에서 일정한 급여를 받으며 근로를 제공했음을 입증해야 합니다. 또한, 퇴직금 지급 보증각서 등의 증거를 통해 회사가 퇴직금 지불 의무를 인정했음을 보여야 합니다.",2021-07-14T09:00:00.000+09:00,0,"이사가 회사에서 퇴직한 후에도 급여와 퇴직금을 청구할 수 있는 조건은 무엇인가요? 이사가 회사에서 퇴직한 후에도 급여와 퇴직금을 청구할 수 있으려면, 이사가 단순히 명목상의 이사였을 뿐 실질적으로는 근로자로 분류될 수 있고, 회사에서 일정한 급여를 받으며 근로를 제공했음을 입증해야 합니다. 또한, 퇴직금 지급 보증각서 등의 증거를 통해 회사가 퇴직금 지불 의무를 인정했음을 보여야 합니다.",이사 급여 퇴직 퇴직금 회사 조건 청구,-1
항소심에서 제1심 판결 이유를 인용할 수 있는 기준은 무엇인가요?,"항소심에서 제1심 판결 이유를 인용할 수 있는 기준은, 제1심에서의 사실인정과 판단이 정당하고 항소이유가 제1심 주장과 크게 다르지 않을 때 적용됩니다. 또한, 제1심 판결이 민사소송법 제420조 본문에 합치되는 경우, 항소심은 제1심 판결의 이유를 그대로 인용할 수 있습니다.",2022-10-07T09:00:00.000+09:00,0,"항소심에서 제1심 판결 이유를 인용할 수 있는 기준은 무엇인가요? 항소심에서 제1심 판결 이유를 인용할 수 있는 기준은, 제1심에서의 사실인정과 판단이 정당하고 항소이유가 제1심 주장과 크게 다르지 않을 때 적용됩니다. 또한, 제1심 판결이 민사소송법 제420조 본문에 합치되는 경우, 항소심은 제1심 판결의 이유를 그대로 인용할 수 있습니다.",판결 인용 이유 기준 항소심 제1심,-1
