input,output,input_processed,is_divorce,topic_label,announce_date,text_combined
"배우자가 제3자와 부정행위를 하여 부부공동생활이 침해된 경우, 어떤 기준으로 손해배상금액이 결정되나요?","손해배상금액은 부부의 혼인기간, 자녀관계, 부정행위에 이르게 된 경위, 부정행위의 내용과 유지기간, 피해 배우자의 정신적 고통 정도 등을 종합적으로 고려하여 결정됩니다. 정신적 고통의 정도에 다라 정확한 금액이 정해지며, 법원은 이러한 다양한 사정을 고려하여 위자료의 금액을 정합니다. 예를 들어, 배우자의 정신과 치료 여부도 중요한 요소로 다뤄질 수 있습니다.",배우자 부정행위 부부 생활 침해 기준 손해배상 금액 결정 제3자와,1,6,2022-02-09T09:00:00.000+09:00,"배우자가 제3자와 부정행위를 하여 부부공동생활이 침해된 경우, 어떤 기준으로 손해배상금액이 결정되나요? 손해배상금액은 부부의 혼인기간, 자녀관계, 부정행위에 이르게 된 경위, 부정행위의 내용과 유지기간, 피해 배우자의 정신적 고통 정도 등을 종합적으로 고려하여 결정됩니다. 정신적 고통의 정도에 다라 정확한 금액이 정해지며, 법원은 이러한 다양한 사정을 고려하여 위자료의 금액을 정합니다. 예를 들어, 배우자의 정신과 치료 여부도 중요한 요소로 다뤄질 수 있습니다."
"제3자가 성인이 된 후 부부의 일방과 부정행위를 하였을 때, 배우자의 정신적 고통에 대한 위자료는 어떻게 결정되나요?","제3자가 부부의 일방과 부정행위를 하여 배우자에게 정신적 고통을 가한 경우, 위자료 액수는 부정행위의 내용 및 정도, 기간, 혼인 기간 및 가족관계, 부정행위가 부부 공동생활에 미친 영향 등을 종합적으로 고려하여 결정됩니다. 예를 들어, 일정한 경우 1,500만원으로 정해진 사례가 있습니다.",성인 부부 일방 부정행위 배우자 정신 고통 위자료 결정 제3자가,1,6,2018-05-02T09:00:00.000+09:00,"제3자가 성인이 된 후 부부의 일방과 부정행위를 하였을 때, 배우자의 정신적 고통에 대한 위자료는 어떻게 결정되나요? 제3자가 부부의 일방과 부정행위를 하여 배우자에게 정신적 고통을 가한 경우, 위자료 액수는 부정행위의 내용 및 정도, 기간, 혼인 기간 및 가족관계, 부정행위가 부부 공동생활에 미친 영향 등을 종합적으로 고려하여 결정됩니다. 예를 들어, 일정한 경우 1,500만원으로 정해진 사례가 있습니다."
"배우자가 제3자와 부정행위를 한 경우, 피해 배우자가 손해배상을 청구할 수 있는 근거는 무엇인가요?","배우자가 제3자와 부정행위를 한 경우, 이는 부부공동생활을 침해하고, 배우자로서의 권리를 침해하는 불법행위에 해당합니다(대법원 2014. 11. 20. 선고 2011무2997 전원합의체 판결 등 참조). 따라서 이로 인해 정신적 고통을 받았다고 경험칙상 명백한 경우, 피해 배우자는 제3자에게 정신적 손해에 대한 위자료를 청구할 수 있습니다.",배우자 부정행위 피해 손해배상 청구 제3자와,1,6,2020-09-22T09:00:00.000+09:00,"배우자가 제3자와 부정행위를 한 경우, 피해 배우자가 손해배상을 청구할 수 있는 근거는 무엇인가요? 배우자가 제3자와 부정행위를 한 경우, 이는 부부공동생활을 침해하고, 배우자로서의 권리를 침해하는 불법행위에 해당합니다(대법원 2014. 11. 20. 선고 2011무2997 전원합의체 판결 등 참조). 따라서 이로 인해 정신적 고통을 받았다고 경험칙상 명백한 경우, 피해 배우자는 제3자에게 정신적 손해에 대한 위자료를 청구할 수 있습니다."
제3자가 부정행위로 인해 혼인 관계를 침해한 경우 어떻게 손해배상책임이 성립되나요?,"제3자가 부부의 일방과 부정행위를 하여 부부공동생활을 침해하거나 그 유지를 방해하고 배우자로서의 권리를 침해하여 정신적 고통을 가하는 행위는 원칙적으로 불법행위를 구성합니다. 배우자의 부정한 행위에는 간통을 포함하여 부부의 정조의무에 충실하지 않은 모든 행위가 포함됩니다. 따라서 제3자가 이를 인지하고도 부정행위를 계속할 경우, 피해 배우자는 손해배상 청구를 통해 정신적 손해에 대한 위자료를 받을 수 있습니다.",부정행위 혼인 관계 침해 손해배상 책임 제3자가,1,5,2020-05-27T09:00:00.000+09:00,"제3자가 부정행위로 인해 혼인 관계를 침해한 경우 어떻게 손해배상책임이 성립되나요? 제3자가 부부의 일방과 부정행위를 하여 부부공동생활을 침해하거나 그 유지를 방해하고 배우자로서의 권리를 침해하여 정신적 고통을 가하는 행위는 원칙적으로 불법행위를 구성합니다. 배우자의 부정한 행위에는 간통을 포함하여 부부의 정조의무에 충실하지 않은 모든 행위가 포함됩니다. 따라서 제3자가 이를 인지하고도 부정행위를 계속할 경우, 피해 배우자는 손해배상 청구를 통해 정신적 손해에 대한 위자료를 받을 수 있습니다."
"부정행위를 이유로 손해배상 청구를 할 때, 위자료 액수는 어떻게 결정되나요?","부정행위를 이유로 손해배상을 청구할 때, 위자료 액수는 혼인기간 및 그 가족관계, 부정행위 기간 및 정도, 부정행위로 인한 정신적 고통의 정도와 부부공동생활에 미친 영향을 종합적으로 고려하여 결정됩니다. 법원은 각 사례의 구체적인 사정을 참작하여 적절한 위자료 액수를 산정합니다.",부정행위 이유 손해배상 청구 위자료 액수 결정,1,3,2023-04-13T09:00:00.000+09:00,"부정행위를 이유로 손해배상 청구를 할 때, 위자료 액수는 어떻게 결정되나요? 부정행위를 이유로 손해배상을 청구할 때, 위자료 액수는 혼인기간 및 그 가족관계, 부정행위 기간 및 정도, 부정행위로 인한 정신적 고통의 정도와 부부공동생활에 미친 영향을 종합적으로 고려하여 결정됩니다. 법원은 각 사례의 구체적인 사정을 참작하여 적절한 위자료 액수를 산정합니다."
부정행위가 아닌 폭행이나 협박의 행위로 인한 정신적 고통의 위자료는 어떻게 산정되나요?,"폭행이나 협박으로 인한 정신적 고통의 위자료 산정은 행위의 동기, 횟수, 정도 등의 여러 사정을 종합적으로 고려하여 이루어집니다. 법원은 이를 판단하여 적절한 위자료 액수를 정하게 되며, 구체적인 액수는 사건의 개별적인 사정에 따라 다르게 결정될 수 있습니다.",부정행위 폭행 협박 행위 정신 고통 위자료 산정,1,6,2019-10-16T09:00:00.000+09:00,"부정행위가 아닌 폭행이나 협박의 행위로 인한 정신적 고통의 위자료는 어떻게 산정되나요? 폭행이나 협박으로 인한 정신적 고통의 위자료 산정은 행위의 동기, 횟수, 정도 등의 여러 사정을 종합적으로 고려하여 이루어집니다. 법원은 이를 판단하여 적절한 위자료 액수를 정하게 되며, 구체적인 액수는 사건의 개별적인 사정에 따라 다르게 결정될 수 있습니다."
"배우자가 제3자와 부정행위를 한 경우, 피해 배우자가 청구할 수 있는 법적 권리는 무엇인가요?","배우자가 제3자와 부정행위를 하여 혼인의 본질에 해당하는 부부공동생활을 침해하거나 유지에 방해가 되는 행위는 불법행위를 구성하며, 피해 배우자는 이에 대한 정신적 고통에 대한 위자료를 청구할 수 있는 권리가 있습니다. 이는 대법원 판결(2011므2997 전원합의체 판결 등)에 따라 인정됩니다.",배우자 부정행위 피해 청구 법적 권리 제3자와,1,6,2019-07-03T09:00:00.000+09:00,"배우자가 제3자와 부정행위를 한 경우, 피해 배우자가 청구할 수 있는 법적 권리는 무엇인가요? 배우자가 제3자와 부정행위를 하여 혼인의 본질에 해당하는 부부공동생활을 침해하거나 유지에 방해가 되는 행위는 불법행위를 구성하며, 피해 배우자는 이에 대한 정신적 고통에 대한 위자료를 청구할 수 있는 권리가 있습니다. 이는 대법원 판결(2011므2997 전원합의체 판결 등)에 따라 인정됩니다."
간통행위로 인한 위자료 산정 시 고려되는 요소는 무엇인가요?,"간통행위로 인한 위자료 산정 시, 배우자의 평소 행태, 간통 상대방과의 혈연관계, 간통 사실을 알게 된 이후 배우자의 대응, 혼인기간, 간통행위의 기간, 방법 및 정도, 간통행위가 혼인관계에 미친 영향 등의 요소를 종합적으로 고려하여 결정됩니다.",간통 행위 위자료 산정 고려 요소,1,7,2019-07-10T09:00:00.000+09:00,"간통행위로 인한 위자료 산정 시 고려되는 요소는 무엇인가요? 간통행위로 인한 위자료 산정 시, 배우자의 평소 행태, 간통 상대방과의 혈연관계, 간통 사실을 알게 된 이후 배우자의 대응, 혼인기간, 간통행위의 기간, 방법 및 정도, 간통행위가 혼인관계에 미친 영향 등의 요소를 종합적으로 고려하여 결정됩니다."
부정행위로 인한 위자료 청구 소송에서 위자료의 액수는 어떤 요소를 고려해 결정되나요?,"부정행위로 인한 위자료 청구 소송에서는 부정행위의 내용, 정도 및 기간, 결혼기간 및 가족관계, 부정행위가 부부공동생활에 미친 영향 등 여러 사정을 참작하여 위자료의 액수가 결정됩니다.",부정행위 위자료 청구 소송 액수 요소 고려 결정,1,6,2020-09-16T09:00:00.000+09:00,"부정행위로 인한 위자료 청구 소송에서 위자료의 액수는 어떤 요소를 고려해 결정되나요? 부정행위로 인한 위자료 청구 소송에서는 부정행위의 내용, 정도 및 기간, 결혼기간 및 가족관계, 부정행위가 부부공동생활에 미친 영향 등 여러 사정을 참작하여 위자료의 액수가 결정됩니다."
"부부 중 한 명이 제3자와 부정행위를 하여 상대 배우자에게 정신적 고통을 줄 경우, 법적으로 어떠한 책임을 지게 되나요?","제3자가 부부의 일방과 부정행위를 함으로써 부부공동생활을 침해하고 상대 배우자의 권리를 침해하여 정신적 고통을 가하는 행위는 불법행위를 구성합니다. 이러한 경우, 제3자는 상대 배우자에게 금전적으로 위자료를 배상할 책임이 있습니다. 이는 대법원 판례 (대법원 2015. 5. 29. 선고 2013다2441 판결, 대법원 2005. 5. 13. 선고 2004다1899 판결 등)에서도 확인된 바 있습니다.",부부 부정행위 상대 배우자 정신 고통 법적 책임 지게 제3자와,1,2,2017-08-23T09:00:00.000+09:00,"부부 중 한 명이 제3자와 부정행위를 하여 상대 배우자에게 정신적 고통을 줄 경우, 법적으로 어떠한 책임을 지게 되나요? 제3자가 부부의 일방과 부정행위를 함으로써 부부공동생활을 침해하고 상대 배우자의 권리를 침해하여 정신적 고통을 가하는 행위는 불법행위를 구성합니다. 이러한 경우, 제3자는 상대 배우자에게 금전적으로 위자료를 배상할 책임이 있습니다. 이는 대법원 판례 (대법원 2015. 5. 29. 선고 2013다2441 판결, 대법원 2005. 5. 13. 선고 2004다1899 판결 등)에서도 확인된 바 있습니다."
혼인관계 파탄에 따른 손해배상청구에서 중요한 판단 요소는 무엇인가요?,"혼인관계 파탄에 따른 손해배상청구에서 중요한 판단 요소는, 혼인관계가 파탄에 이른 시점과 그 원인에 대한 객관적인 증거입니다. 특히 제3자의 간통 행위가 혼인관계 파탄의 주요 원인임을 증명할 수 있어야 합니다.",혼인 관계 파탄 손해배상 청구 요소,1,6,2014-04-29T09:00:00.000+09:00,"혼인관계 파탄에 따른 손해배상청구에서 중요한 판단 요소는 무엇인가요? 혼인관계 파탄에 따른 손해배상청구에서 중요한 판단 요소는, 혼인관계가 파탄에 이른 시점과 그 원인에 대한 객관적인 증거입니다. 특히 제3자의 간통 행위가 혼인관계 파탄의 주요 원인임을 증명할 수 있어야 합니다."
"부동산 매각대금의 지급과 관련하여 상속인들 간의 분쟁이 있을 때, 이를 해결하는 기본적인 법적 절차는 무엇인가요?","상속인들 간의 분쟁을 해결하기 위해서는 우선 상속재산분할협의서를 작성하는 것이 중요합니다. 협의가 이루어지지 않을 경우, 법원에 상속재산분할심판을 청구하여 법적 결정을 받아야 합니다. 상속인들 간의 약정 내용, 각자의 지분, 공제해야 할 항목 등을 명확히 하는 것이 필요하며, 그에 대한 증빙자료를 제출해야 합니다.",부동산 대금 지급 상속 간 분쟁 이르다 해결 기본 법적,1,2,2019-04-02T09:00:00.000+09:00,"부동산 매각대금의 지급과 관련하여 상속인들 간의 분쟁이 있을 때, 이를 해결하는 기본적인 법적 절차는 무엇인가요? 상속인들 간의 분쟁을 해결하기 위해서는 우선 상속재산분할협의서를 작성하는 것이 중요합니다. 협의가 이루어지지 않을 경우, 법원에 상속재산분할심판을 청구하여 법적 결정을 받아야 합니다. 상속인들 간의 약정 내용, 각자의 지분, 공제해야 할 항목 등을 명확히 하는 것이 필요하며, 그에 대한 증빙자료를 제출해야 합니다."
